index,type,name,resident,streamed,parentStack
5985,fx,weapon/fx_muz_sm_gas_flash_1p,31,0,|t9_nail_gun|weapon|zone_source/zm_countryside.zone|csv
5986,fx,weapon/fx_muz_sm_pistol_1p,28,0,|t9_tec9|weapon|zone_source/zm_countryside.zone|csv
5987,lightdescription,gfx_dlight_gen_omni_r200-841733910,36,0,|weapon/fx_muz_sm_gas_flash_3p|fx|t9_nail_gun|weapon|zone_source/zm_countryside.zone|csv
5988,lightdescription,gfx_dlight_gen_omni_r200-215237751,36,0,|weapon/fx_muz_sm_gas_flash_3p|fx|t9_nail_gun|weapon|zone_source/zm_countryside.zone|csv
5989,fx,weapon/fx_muz_sm_gas_flash_3p,31,0,|t9_nail_gun|weapon|zone_source/zm_countryside.zone|csv
5990,fx,weapon/fx_muz_md_4arc_mb,26,0,|weapon/fx_muz_lg_mg_3p|fx|t9_stoner63|weapon|zone_source/zm_countryside.zone|csv
5991,fx,weapon/fx_muz_sm_pistol_3p,28,0,|t9_tec9|weapon|zone_source/zm_countryside.zone|csv
5992,xmodelmesh,wpn_h1_shell_9mm_npcde018911,224,4416,|wpn_h1_shell_9mm_npc|xmodel|_scobalula/shellejects/mwr/h1_shell_eject_9mm_rest|fx|_scobalula/shellejects/mwr/h1_shell_eject_9mm|fx|t9_tec9_up|weapon|zone_source/zm_countryside.zone|csv
5993,xmodel,wpn_h1_shell_9mm_npc,144,0,|_scobalula/shellejects/mwr/h1_shell_eject_9mm_rest|fx|_scobalula/shellejects/mwr/h1_shell_eject_9mm|fx|t9_tec9_up|weapon|zone_source/zm_countryside.zone|csv
5994,fx,_scobalula/shellejects/mwr/h1_shell_eject_9mm_rest,664,0,|_scobalula/shellejects/mwr/h1_shell_eject_9mm|fx|t9_tec9_up|weapon|zone_source/zm_countryside.zone|csv
5995,fx,_scobalula/shellejects/mwr/h1_shell_eject_9mm,1264,0,|t9_tec9_up|weapon|zone_source/zm_countryside.zone|csv
5996,xmodelmesh,wm_t9_1911d3b12827,416,131360,|wm_t9_1911|xmodel|t9_1911_rdw_up_zm|weapon|zone_source/zm_countryside.zone|csv
5997,xmodel,wm_t9_1911,3232,0,|t9_1911_rdw_up_zm|weapon|zone_source/zm_countryside.zone|csv
5998,image,i_weapon_vm_pi_t9semiauto_slide_o,298,409304,|mc/weapon_vm_pi_t9semiauto_slide|material|wm_t9_1911_ldw_up|xmodel|t9_1911_ldw_up_zm|weapon|zone_source/zm_countryside.zone|csv
5999,image,i_weapon_vm_pi_t9semiauto_slide_n,306,742760,|mc/weapon_vm_pi_t9semiauto_slide|material|wm_t9_1911_ldw_up|xmodel|t9_1911_ldw_up_zm|weapon|zone_source/zm_countryside.zone|csv
6000,image,i_weapon_vm_pi_t9semiauto_slide_g,274,371352,|mc/weapon_vm_pi_t9semiauto_slide|material|wm_t9_1911_ldw_up|xmodel|t9_1911_ldw_up_zm|weapon|zone_source/zm_countryside.zone|csv
6001,image,i_weapon_vm_pi_t9semiauto_slide_r,282,742736,|t9_camo_1911_table|weaponcamo|t9_1911_ldw_up_zm|weapon|zone_source/zm_countryside.zone|csv
6002,image,i_weapon_vm_pi_t9semiauto_slide_c,314,720920,|mc/weapon_vm_pi_t9semiauto_slide|material|wm_t9_1911_ldw_up|xmodel|t9_1911_ldw_up_zm|weapon|zone_source/zm_countryside.zone|csv
6003,image,i_weapon_vm_pi_t9semiauto_slide_s,274,371352,|mc/weapon_vm_pi_t9semiauto_slide|material|wm_t9_1911_ldw_up|xmodel|t9_1911_ldw_up_zm|weapon|zone_source/zm_countryside.zone|csv
6004,material,mc/weapon_vm_pi_t9semiauto_slide,1140,0,|wm_t9_1911_ldw_up|xmodel|t9_1911_ldw_up_zm|weapon|zone_source/zm_countryside.zone|csv
6005,xmodelmesh,vm_t9_1911_slide93b559a3,352,201016,|vm_t9_1911_slide|xmodel|t9_1911|weapon|zone_source/zm_countryside.zone|csv
6006,xmodel,vm_t9_1911_slide,932,0,|t9_1911|weapon|zone_source/zm_countryside.zone|csv
6007,image,i_weapon_vm_pi_t9semiauto_mag_o,280,214040,|mc/weapon_vm_pi_t9semiauto_mag|material|wm_t9_1911_mag|xmodel|t9_1911|weapon|zone_source/zm_countryside.zone|csv
6008,image,i_weapon_vm_pi_t9semiauto_mag_n,296,371384,|mc/weapon_vm_pi_t9semiauto_mag|material|wm_t9_1911_mag|xmodel|t9_1911|weapon|zone_source/zm_countryside.zone|csv
6009,image,i_weapon_vm_pi_t9semiauto_mag_g,280,218440,|mc/weapon_vm_pi_t9semiauto_mag|material|wm_t9_1911_mag|xmodel|t9_1911|weapon|zone_source/zm_countryside.zone|csv
6010,image,i_weapon_vm_pi_t9semiauto_mag_c,296,371384,|mc/weapon_vm_pi_t9semiauto_mag|material|wm_t9_1911_mag|xmodel|t9_1911|weapon|zone_source/zm_countryside.zone|csv
6011,image,i_weapon_vm_pi_t9semiauto_mag_s,280,218440,|mc/weapon_vm_pi_t9semiauto_mag|material|wm_t9_1911_mag|xmodel|t9_1911|weapon|zone_source/zm_countryside.zone|csv
6012,material,mc/weapon_vm_pi_t9semiauto_mag,1132,0,|wm_t9_1911_mag|xmodel|t9_1911|weapon|zone_source/zm_countryside.zone|csv
6013,image,i_weapon_vm_pi_t9semiauto_bullets_o,292,196608,|mc/weapon_vm_pi_t9semiauto_bullets|material|wm_t9_amp63_ldw_up|xmodel|t9_amp63_ldw_up_zm|weapon|zone_source/zm_countryside.zone|csv
6014,image,i_weapon_vm_pi_t9semiauto_bullets_n,300,371384,|mc/weapon_vm_pi_t9semiauto_bullets|material|wm_t9_amp63_ldw_up|xmodel|t9_amp63_ldw_up_zm|weapon|zone_source/zm_countryside.zone|csv
6015,image,i_weapon_vm_pi_t9semiauto_bullets_g,284,218440,|mc/weapon_vm_pi_t9semiauto_bullets|material|wm_t9_amp63_ldw_up|xmodel|t9_amp63_ldw_up_zm|weapon|zone_source/zm_countryside.zone|csv
6016,image,i_weapon_vm_pi_t9semiauto_bullets_c,300,371384,|mc/weapon_vm_pi_t9semiauto_bullets|material|wm_t9_amp63_ldw_up|xmodel|t9_amp63_ldw_up_zm|weapon|zone_source/zm_countryside.zone|csv
6017,image,i_weapon_vm_pi_t9semiauto_bullets_s,284,218440,|mc/weapon_vm_pi_t9semiauto_bullets|material|wm_t9_amp63_ldw_up|xmodel|t9_amp63_ldw_up_zm|weapon|zone_source/zm_countryside.zone|csv
6018,material,mc/weapon_vm_pi_t9semiauto_bullets,1132,0,|wm_t9_amp63_ldw_up|xmodel|t9_amp63_ldw_up_zm|weapon|zone_source/zm_countryside.zone|csv
6019,xmodelmesh,vm_t9_1911_mag69ab0085,384,163800,|vm_t9_1911_mag|xmodel|t9_1911|weapon|zone_source/zm_countryside.zone|csv
6020,xmodel,vm_t9_1911_mag,688,0,|t9_1911|weapon|zone_source/zm_countryside.zone|csv
6021,xmodelmesh,wm_t9_1911_slide94adc0b7,376,128304,|wm_t9_1911_slide|xmodel|t9_1911|weapon|zone_source/zm_countryside.zone|csv
6022,xmodel,wm_t9_1911_slide,892,0,|t9_1911|weapon|zone_source/zm_countryside.zone|csv
6023,xmodelmesh,wm_t9_1911_magce0dcefa,376,84464,|wm_t9_1911_mag|xmodel|t9_1911|weapon|zone_source/zm_countryside.zone|csv
6024,xmodel,wm_t9_1911_mag,612,0,|t9_1911|weapon|zone_source/zm_countryside.zone|csv
6025,xanim,am_t9_1911_idle,2720,0,|t9_1911|weapon|zone_source/zm_countryside.zone|csv
6026,xanim,am_t9_1911_fire,6406,0,|t9_1911|weapon|zone_source/zm_countryside.zone|csv
6027,xanim,am_t9_1911_reload,26533,0,|t9_1911|weapon|zone_source/zm_countryside.zone|csv
6028,xanim,am_t9_1911_reload_empty,33102,0,|t9_1911|weapon|zone_source/zm_countryside.zone|csv
6029,xanim,am_t9_1911_pullout,8805,0,|t9_1911|weapon|zone_source/zm_countryside.zone|csv
6030,xanim,am_t9_1911_first_raise,28944,0,|t9_1911|weapon|zone_source/zm_countryside.zone|csv
6031,xanim,am_t9_1911_putaway,11734,0,|t9_1911|weapon|zone_source/zm_countryside.zone|csv
6032,xanim,am_t9_1911_sprint_in,4836,0,|t9_1911|weapon|zone_source/zm_countryside.zone|csv
6033,xanim,am_t9_1911_sprint_loop,12687,0,|t9_1911|weapon|zone_source/zm_countryside.zone|csv
6034,xanim,am_t9_1911_sprint_out,4181,0,|t9_1911|weapon|zone_source/zm_countryside.zone|csv
6035,xanim,am_t9_1911_inspect,32467,0,|t9_1911|weapon|zone_source/zm_countryside.zone|csv
6036,xanim,am_t9_1911_crawl_in,5934,0,|t9_1911|weapon|zone_source/zm_countryside.zone|csv
6037,xanim,am_t9_1911_crawl_forward,5612,0,|t9_1911|weapon|zone_source/zm_countryside.zone|csv
6038,xanim,am_t9_1911_crawl_back,4944,0,|t9_1911|weapon|zone_source/zm_countryside.zone|csv
6039,xanim,am_t9_1911_crawl_right,4895,0,|t9_1911|weapon|zone_source/zm_countryside.zone|csv
6040,xanim,am_t9_1911_crawl_left,4929,0,|t9_1911|weapon|zone_source/zm_countryside.zone|csv
6041,xanim,am_t9_1911_crawl_out,5383,0,|t9_1911|weapon|zone_source/zm_countryside.zone|csv
6042,xanim,am_t9_1911_ads_fire,6167,0,|t9_1911|weapon|zone_source/zm_countryside.zone|csv
6043,xanim,am_t9_1911_slide_in,6163,0,|t9_1911|weapon|zone_source/zm_countryside.zone|csv
6044,xanim,am_t9_1911_slide_air_in,6759,0,|t9_1911|weapon|zone_source/zm_countryside.zone|csv
6045,xanim,am_t9_1911_slide_loop,7406,0,|t9_1911|weapon|zone_source/zm_countryside.zone|csv
6046,xanim,am_t9_1911_slide_out,6723,0,|t9_1911|weapon|zone_source/zm_countryside.zone|csv
6047,xanim,am_t9_1911_ads_up,212,0,|t9_1911_ldw_up_zm|weapon|zone_source/zm_countryside.zone|csv
6048,xanim,am_t9_1911_ads_down,178,0,|t9_1911_ldw_up_zm|weapon|zone_source/zm_countryside.zone|csv
6049,image,hud_mp_firerate_auto,22,0,|t9_zrg20mm_up|weapon|zone_source/zm_countryside.zone|csv
6050,image,t7_icon_weapon_smg_standard_pu,32,0,|t9_zrg20mm_up|weapon|zone_source/zm_countryside.zone|csv
6051,image,t7_icon_weapon_smg_standard_kf,32,0,|t9_zrg20mm_up|weapon|zone_source/zm_countryside.zone|csv
6052,weapon,t9_1911,8034,0,|zone_source/zm_countryside.zone|csv
6053,lightdescription,gfx_dlight_gen_omni_r200-743973596,35,0,|zombie/fx_muz_sm_gas_flash_1p_ug_zmb|fx|zombie/fx_muz_sm_pistol_1p_ug_zmb|fx|t9_tec9_up|weapon|zone_source/zm_countryside.zone|csv
6054,fx,zombie/fx_muz_sm_gas_flash_1p_ug_zmb,7941,0,|zombie/fx_muz_sm_pistol_1p_ug_zmb|fx|t9_tec9_up|weapon|zone_source/zm_countryside.zone|csv
6055,fx,zombie/fx_muz_sm_pistol_1p_ug_zmb,1256,0,|t9_tec9_up|weapon|zone_source/zm_countryside.zone|csv
6056,fx,zombie/fx_muz_sm_gas_flash_3p_ug_zmb,9544,0,|zombie/fx_muz_sm_pistol_3p_ug_zmb|fx|t9_tec9_up|weapon|zone_source/zm_countryside.zone|csv
6057,fx,zombie/fx_muz_md_4arc_mb_ug_zmb,3552,0,|zombie/fx_muz_lg_mg_3p_ug_zm|fx|t9_stoner63_up|weapon|zone_source/zm_countryside.zone|csv
6058,fx,zombie/fx_muz_sm_pistol_3p_ug_zmb,1864,0,|t9_tec9_up|weapon|zone_source/zm_countryside.zone|csv
6059,image,i_attachment_vm_pi_t9semiauto_mixhandle_01_o,301,213256,|mc/attachment_vm_pi_t9semiauto_mixhandle_01|material|wm_t9_1911_ldw_up|xmodel|t9_1911_ldw_up_zm|weapon|zone_source/zm_countryside.zone|csv
6060,image,i_attachment_vm_pi_t9semiauto_mixhandle_01_n,309,371384,|mc/attachment_vm_pi_t9semiauto_mixhandle_01|material|wm_t9_1911_ldw_up|xmodel|t9_1911_ldw_up_zm|weapon|zone_source/zm_countryside.zone|csv
6061,image,i_attachment_vm_pi_t9semiauto_mixhandle_01_g,293,218440,|mc/attachment_vm_pi_t9semiauto_mixhandle_01|material|wm_t9_1911_ldw_up|xmodel|t9_1911_ldw_up_zm|weapon|zone_source/zm_countryside.zone|csv
6062,image,i_attachment_vm_pi_t9semiauto_mixhandle_01_c,309,1419960,|mc/attachment_vm_pi_t9semiauto_mixhandle_01|material|wm_t9_1911_ldw_up|xmodel|t9_1911_ldw_up_zm|weapon|zone_source/zm_countryside.zone|csv
6063,material,mc/attachment_vm_pi_t9semiauto_mixhandle_01,1148,0,|wm_t9_1911_ldw_up|xmodel|t9_1911_ldw_up_zm|weapon|zone_source/zm_countryside.zone|csv
6064,xmodelmesh,vm_t9_1911_mix_handle915c1e8c,224,113456,|vm_t9_1911_mix_handle|xmodel|t9_1911_rdw_up_zm|weapon|zone_source/zm_countryside.zone|csv
6065,xmodel,vm_t9_1911_mix_handle,152,0,|t9_1911_rdw_up_zm|weapon|zone_source/zm_countryside.zone|csv
6066,image,i_attachment_vm_pi_t9semiauto_barrel_o,295,410824,|mc/attachment_vm_pi_t9semiauto_barrel|material|wm_t9_1911_ldw_up|xmodel|t9_1911_ldw_up_zm|weapon|zone_source/zm_countryside.zone|csv
6067,image,i_attachment_vm_pi_t9semiauto_barrel_n,311,742760,|mc/attachment_vm_pi_t9semiauto_barrel|material|wm_t9_1911_ldw_up|xmodel|t9_1911_ldw_up_zm|weapon|zone_source/zm_countryside.zone|csv
6068,image,i_attachment_vm_pi_t9semiauto_barrel_g,279,371352,|mc/attachment_vm_pi_t9semiauto_barrel|material|wm_t9_1911_ldw_up|xmodel|t9_1911_ldw_up_zm|weapon|zone_source/zm_countryside.zone|csv
6069,image,i_attachment_vm_pi_t9semiauto_barrel_r,287,742736,|t9_camo_1911_table|weaponcamo|t9_1911_ldw_up_zm|weapon|zone_source/zm_countryside.zone|csv
6070,image,i_attachment_vm_pi_t9semiauto_barrel_c,319,720920,|mc/attachment_vm_pi_t9semiauto_barrel|material|wm_t9_1911_ldw_up|xmodel|t9_1911_ldw_up_zm|weapon|zone_source/zm_countryside.zone|csv
6071,image,i_attachment_vm_pi_t9semiauto_barrel_s,279,371352,|mc/attachment_vm_pi_t9semiauto_barrel|material|wm_t9_1911_ldw_up|xmodel|t9_1911_ldw_up_zm|weapon|zone_source/zm_countryside.zone|csv
6072,material,mc/attachment_vm_pi_t9semiauto_barrel,1150,0,|wm_t9_1911_ldw_up|xmodel|t9_1911_ldw_up_zm|weapon|zone_source/zm_countryside.zone|csv
6073,image,i_attachment_vm_pi_t9semiauto_heavy_01_o,289,742736,|mc/attachment_vm_pi_t9semiauto_heavy_01|material|wm_t9_1911_ldw_up|xmodel|t9_1911_ldw_up_zm|weapon|zone_source/zm_countryside.zone|csv
6074,image,i_attachment_vm_pi_t9semiauto_heavy_01_n,305,1419960,|mc/attachment_vm_pi_t9semiauto_heavy_01|material|wm_t9_1911_ldw_up|xmodel|t9_1911_ldw_up_zm|weapon|zone_source/zm_countryside.zone|csv
6075,image,i_attachment_vm_pi_t9semiauto_heavy_01_g,289,742728,|mc/attachment_vm_pi_t9semiauto_heavy_01|material|wm_t9_1911_ldw_up|xmodel|t9_1911_ldw_up_zm|weapon|zone_source/zm_countryside.zone|csv
6076,image,i_attachment_vm_pi_t9semiauto_heavy_01_c,305,1419960,|mc/attachment_vm_pi_t9semiauto_heavy_01|material|wm_t9_1911_ldw_up|xmodel|t9_1911_ldw_up_zm|weapon|zone_source/zm_countryside.zone|csv
6077,image,i_attachment_vm_pi_t9semiauto_heavy_01_s,289,742728,|mc/attachment_vm_pi_t9semiauto_heavy_01|material|wm_t9_1911_ldw_up|xmodel|t9_1911_ldw_up_zm|weapon|zone_source/zm_countryside.zone|csv
6078,material,mc/attachment_vm_pi_t9semiauto_heavy_01,1139,0,|wm_t9_1911_ldw_up|xmodel|t9_1911_ldw_up_zm|weapon|zone_source/zm_countryside.zone|csv
6079,image,i_attachment_vm_mixmuzzle_t9pi01_o,291,196608,|mc/attachment_vm_mixmuzzle_t9pi01|material|wm_t9_1911_ldw_up|xmodel|t9_1911_ldw_up_zm|weapon|zone_source/zm_countryside.zone|csv
6080,image,i_attachment_vm_mixmuzzle_t9pi01_n,299,371384,|mc/attachment_vm_mixmuzzle_t9pi01|material|wm_t9_1911_ldw_up|xmodel|t9_1911_ldw_up_zm|weapon|zone_source/zm_countryside.zone|csv
6081,image,i_attachment_vm_mixmuzzle_t9pi01_g,283,218440,|mc/attachment_vm_mixmuzzle_t9pi01|material|wm_t9_1911_ldw_up|xmodel|t9_1911_ldw_up_zm|weapon|zone_source/zm_countryside.zone|csv
6082,image,i_attachment_vm_mixmuzzle_t9pi01_c,299,1419960,|mc/attachment_vm_mixmuzzle_t9pi01|material|wm_t9_1911_ldw_up|xmodel|t9_1911_ldw_up_zm|weapon|zone_source/zm_countryside.zone|csv
6083,image,i_attachment_vm_mixmuzzle_t9pi01_s,283,742728,|mc/attachment_vm_mixmuzzle_t9pi01|material|wm_t9_1911_ldw_up|xmodel|t9_1911_ldw_up_zm|weapon|zone_source/zm_countryside.zone|csv
6084,material,mc/attachment_vm_mixmuzzle_t9pi01,1137,0,|wm_t9_1911_ldw_up|xmodel|t9_1911_ldw_up_zm|weapon|zone_source/zm_countryside.zone|csv
6085,xmodelmesh,vm_t9_1911_long_slide2+mix_muzzleeb7c2c61,584,251016,|vm_t9_1911_long_slide2+mix_muzzle|xmodel|t9_1911_rdw_up_zm|weapon|zone_source/zm_countryside.zone|csv
6086,xmodel,vm_t9_1911_long_slide2+mix_muzzle,612,0,|t9_1911_rdw_up_zm|weapon|zone_source/zm_countryside.zone|csv
6087,image,i_attachment_vm_pi_t9semiauto_ext_mag_02_o,307,382504,|mc/attachment_vm_pi_t9semiauto_ext_mag_02|material|wm_t9_1911_ldw_up|xmodel|t9_1911_ldw_up_zm|weapon|zone_source/zm_countryside.zone|csv
6088,image,i_attachment_vm_pi_t9semiauto_ext_mag_02_n,315,742760,|mc/attachment_vm_pi_t9semiauto_ext_mag_02|material|wm_t9_1911_ldw_up|xmodel|t9_1911_ldw_up_zm|weapon|zone_source/zm_countryside.zone|csv
6089,image,i_attachment_vm_pi_t9semiauto_ext_mag_02_g,283,371352,|mc/attachment_vm_pi_t9semiauto_ext_mag_02|material|wm_t9_1911_ldw_up|xmodel|t9_1911_ldw_up_zm|weapon|zone_source/zm_countryside.zone|csv
6090,image,i_attachment_vm_pi_t9semiauto_ext_mag_02_c,315,742760,|mc/attachment_vm_pi_t9semiauto_ext_mag_02|material|wm_t9_1911_ldw_up|xmodel|t9_1911_ldw_up_zm|weapon|zone_source/zm_countryside.zone|csv
6091,image,i_attachment_vm_pi_t9semiauto_ext_mag_02_s,283,371352,|mc/attachment_vm_pi_t9semiauto_ext_mag_02|material|wm_t9_1911_ldw_up|xmodel|t9_1911_ldw_up_zm|weapon|zone_source/zm_countryside.zone|csv
6092,material,mc/attachment_vm_pi_t9semiauto_ext_mag_02,1133,0,|wm_t9_1911_ldw_up|xmodel|t9_1911_ldw_up_zm|weapon|zone_source/zm_countryside.zone|csv
6093,xmodelmesh,vm_t9_1911_extmag25ce200e,392,156168,|vm_t9_1911_extmag2|xmodel|t9_1911_rdw_up_zm|weapon|zone_source/zm_countryside.zone|csv
6094,xmodel,vm_t9_1911_extmag2,540,0,|t9_1911_rdw_up_zm|weapon|zone_source/zm_countryside.zone|csv
6095,xmodelmesh,wm_t9_1911_mix_handle42a99dc7,224,86224,|wm_t9_1911_mix_handle|xmodel|t9_1911_rdw_up_zm|weapon|zone_source/zm_countryside.zone|csv
6096,xmodel,wm_t9_1911_mix_handle,148,0,|t9_1911_rdw_up_zm|weapon|zone_source/zm_countryside.zone|csv
6097,xmodelmesh,wm_t9_1911_long_slide2+mix_muzzle6d9d3340,576,125632,|wm_t9_1911_long_slide2+mix_muzzle|xmodel|t9_1911_rdw_up_zm|weapon|zone_source/zm_countryside.zone|csv
6098,xmodel,wm_t9_1911_long_slide2+mix_muzzle,596,0,|t9_1911_rdw_up_zm|weapon|zone_source/zm_countryside.zone|csv
6099,xmodelmesh,wm_t9_1911_extmag2114155a1,384,106640,|wm_t9_1911_extmag2|xmodel|t9_1911_rdw_up_zm|weapon|zone_source/zm_countryside.zone|csv
6100,xmodel,wm_t9_1911_extmag2,800,0,|t9_1911_rdw_up_zm|weapon|zone_source/zm_countryside.zone|csv
6101,image,i_attachment_vm_pi_t9semiauto_papgrenade_o,291,71464,|mc/attachment_vm_pi_t9semiauto_papgrenade|material|wm_t9_1911_grenade|xmodel|t9_1911_ldw_up_zm|weapon|zone_source/zm_countryside.zone|csv
6102,image,i_attachment_vm_pi_t9semiauto_papgrenade_n,307,109240,|mc/attachment_vm_pi_t9semiauto_papgrenade|material|wm_t9_1911_grenade|xmodel|t9_1911_ldw_up_zm|weapon|zone_source/zm_countryside.zone|csv
6103,image,i_attachment_vm_pi_t9semiauto_papgrenade_g,291,87368,|mc/attachment_vm_pi_t9semiauto_papgrenade|material|wm_t9_1911_grenade|xmodel|t9_1911_ldw_up_zm|weapon|zone_source/zm_countryside.zone|csv
6104,image,i_attachment_vm_pi_t9semiauto_papgrenade_c,307,109240,|mc/attachment_vm_pi_t9semiauto_papgrenade|material|wm_t9_1911_grenade|xmodel|t9_1911_ldw_up_zm|weapon|zone_source/zm_countryside.zone|csv
6105,image,i_attachment_vm_pi_t9semiauto_papgrenade_s,291,87368,|mc/attachment_vm_pi_t9semiauto_papgrenade|material|wm_t9_1911_grenade|xmodel|t9_1911_ldw_up_zm|weapon|zone_source/zm_countryside.zone|csv
6106,material,mc/attachment_vm_pi_t9semiauto_papgrenade,1133,0,|wm_t9_1911_grenade|xmodel|t9_1911_ldw_up_zm|weapon|zone_source/zm_countryside.zone|csv
6107,xmodelmesh,wm_t9_1911_grenadef010d4a0,224,5064,|wm_t9_1911_grenade|xmodel|t9_1911_ldw_up_zm|weapon|zone_source/zm_countryside.zone|csv
6108,xmodel,wm_t9_1911_grenade,244,0,|t9_1911_ldw_up_zm|weapon|zone_source/zm_countryside.zone|csv
6109,material,ei/gfx_shockwave_fire_anim_em_i2048,37,0,|explosions/fx_exp_rocket_default_sm|fx|t9_rpg7_up|weapon|zone_source/zm_countryside.zone|csv
6110,material,ei/gfx_smk_whisp_anim_02_high_dark_lit,40,0,|explosions/fx_exp_rocket_default_sm|fx|t9_rpg7_up|weapon|zone_source/zm_countryside.zone|csv
6111,material,ei/gfx_gib_metal_01_lit,25,0,|explosions/fx_exp_rocket_default_sm|fx|t9_rpg7_up|weapon|zone_source/zm_countryside.zone|csv
6112,material,ei/gfx_gib_metal_02_lit,25,0,|skye_efx/t9_efx/fx_t9_nailgun_impact_mud|fx|t9_nail_gun_surfacefx|surfacefxtable|t9_nail_gun_impactfx|impactsfxtable|t9_nail_gun_up|weapon|zone_source/zm_countryside.zone|csv
6113,material,ei/gfx_smk_billow_thick_anim_high_dark_lit,44,0,|explosions/fx_exp_rocket_default_sm|fx|t9_rpg7_up|weapon|zone_source/zm_countryside.zone|csv
6114,material,ei/gfx_smk_billow_whisp_anim_high_dark_lit,44,0,|explosions/fx_exp_rocket_default_sm|fx|t9_rpg7_up|weapon|zone_source/zm_countryside.zone|csv
6115,material,ei/gfx_distort_ring_hvy,25,0,|explosions/fx_exp_rocket_default_sm|fx|t9_rpg7_up|weapon|zone_source/zm_countryside.zone|csv
6116,material,gfx_decal_exp_blast_01,24,0,|explosions/fx_exp_rocket_default_sm|fx|t9_rpg7_up|weapon|zone_source/zm_countryside.zone|csv
6117,material,vd/gfx_decal_exp_blast_01,27,0,|explosions/fx_exp_rocket_default_sm|fx|t9_rpg7_up|weapon|zone_source/zm_countryside.zone|csv
6118,material,vdd/gfx_decal_exp_blast_01,28,0,|explosions/fx_exp_rocket_default_sm|fx|t9_rpg7_up|weapon|zone_source/zm_countryside.zone|csv
6119,material,gfx_decal_exp_blast_03,24,0,|explosions/fx_exp_rocket_default_sm|fx|t9_rpg7_up|weapon|zone_source/zm_countryside.zone|csv
6120,material,vd/gfx_decal_exp_blast_03,27,0,|explosions/fx_exp_rocket_default_sm|fx|t9_rpg7_up|weapon|zone_source/zm_countryside.zone|csv
6121,material,vdd/gfx_decal_exp_blast_03,28,0,|explosions/fx_exp_rocket_default_sm|fx|t9_rpg7_up|weapon|zone_source/zm_countryside.zone|csv
6122,material,ei/gfx_smk_billow_sm_anim_high_dark_lit,41,0,|explosions/fx_exp_rocket_default_sm|fx|t9_rpg7_up|weapon|zone_source/zm_countryside.zone|csv
6123,lightdescription,gfx_dlight_gen_omni_r200-837881356,35,0,|explosions/fx_exp_rocket_default_sm|fx|t9_rpg7_up|weapon|zone_source/zm_countryside.zone|csv
6124,material,ei/gfx_smk_explosion_03_anim,30,0,|explosions/fx_exp_rocket_default_sm|fx|t9_rpg7_up|weapon|zone_source/zm_countryside.zone|csv
6125,material,ei/gfx_water_bubble_int1_anim_spec,36,0,|explosions/fx_exp_underwater_lg|fx|explosions/fx_exp_rocket_default_sm|fx|t9_rpg7_up|weapon|zone_source/zm_countryside.zone|csv
6126,material,ei/gfx_exp_underwater_bubble_em,33,0,|explosions/fx_exp_underwater_lg|fx|explosions/fx_exp_rocket_default_sm|fx|t9_rpg7_up|weapon|zone_source/zm_countryside.zone|csv
6127,material,ei/gfx_water_bubbledeath_group1_anim_spec,43,0,|explosions/fx_exp_underwater_lg|fx|explosions/fx_exp_rocket_default_sm|fx|t9_rpg7_up|weapon|zone_source/zm_countryside.zone|csv
6128,techset,ec/effect_cloud_lit_blend#7503baf8,36,0,|ec/gfx_dirt_pcloud_01_lit|material|explosions/fx_exp_underwater_lg|fx|explosions/fx_exp_rocket_default_sm|fx|t9_rpg7_up|weapon|zone_source/zm_countryside.zone|csv
6129,material,ec/gfx_dirt_pcloud_01_lit,27,0,|explosions/fx_exp_underwater_lg|fx|explosions/fx_exp_rocket_default_sm|fx|t9_rpg7_up|weapon|zone_source/zm_countryside.zone|csv
6130,material,ei/gfx_distort_ring_ripple,28,0,|explosions/fx_exp_underwater_lg|fx|explosions/fx_exp_rocket_default_sm|fx|t9_rpg7_up|weapon|zone_source/zm_countryside.zone|csv
6131,fx,explosions/fx_exp_underwater_lg,33,0,|explosions/fx_exp_rocket_default_sm|fx|t9_rpg7_up|weapon|zone_source/zm_countryside.zone|csv
6132,klf,6f61eb74-98ad-4c11-b9b6-a64fdd70b7b5,38,0,|explosions/fx_exp_rocket_default_sm|fx|t9_rpg7_up|weapon|zone_source/zm_countryside.zone|csv
6133,material,gfx_decal_exp_blast_01|dup,28,0,|explosions/fx_exp_rocket_default_sm|fx|t9_rpg7_up|weapon|zone_source/zm_countryside.zone|csv
6134,material,vd/gfx_decal_exp_blast_01|dup,31,0,|explosions/fx_exp_rocket_default_sm|fx|t9_rpg7_up|weapon|zone_source/zm_countryside.zone|csv
6135,material,vdd/gfx_decal_exp_blast_01|dup,32,0,|explosions/fx_exp_rocket_default_sm|fx|t9_rpg7_up|weapon|zone_source/zm_countryside.zone|csv
6136,material,gfx_decal_exp_blast_03|dup,28,0,|explosions/fx_exp_rocket_default_sm|fx|t9_rpg7_up|weapon|zone_source/zm_countryside.zone|csv
6137,material,vd/gfx_decal_exp_blast_03|dup,31,0,|explosions/fx_exp_rocket_default_sm|fx|t9_rpg7_up|weapon|zone_source/zm_countryside.zone|csv
6138,material,vdd/gfx_decal_exp_blast_03|dup,32,0,|explosions/fx_exp_rocket_default_sm|fx|t9_rpg7_up|weapon|zone_source/zm_countryside.zone|csv
